"(15,51)","(14,1)","(14,7)","(14,0)","(17,3)","(18,11)","(14,18)","(14,46)",label
-0.4287,-0.751,-0.5405,-0.725,-0.2001,-0.528,-0.486,0.2996,1
-0.188,-0.6763,0.359,-0.083,0.00586,-0.555,-0.2847,0.4517,1
-0.2559,-0.644,-0.4663,-0.2588,0.1565,-0.463,-0.3313,0.1359,0
-0.2192,-0.58,-0.0681,-0.12354,0.0996,-0.3928,-0.414,-0.1611,1
-0.1454,-0.3713,0.06152,-0.2117,-0.031,-0.3452,0.2258,0.1102,1
0.1426,-0.545,-0.5874,-0.635,-0.01172,-0.539,-0.5815,0.754,1
-0.489,-0.6777,-0.571,-0.261,-0.0846,-0.478,-0.433,0.2448,1
-0.2664,-0.73,-0.402,-0.5703,-0.1335,-0.474,-0.2307,-0.263,1
-0.2695,-0.6074,-0.2256,-0.08105,0.1233,-0.2812,-0.0862,-0.6445,0
-0.3354,-0.4966,-0.4077,-0.4048,-0.02222,-0.483,-0.1501,0.3767,1
-0.203,-0.4644,-0.2085,-0.4402,-0.3157,-0.525,0.387,0.1938,0
-0.02747,-0.1311,-0.283,0.144,0.2126,-0.0991,0.01965,-0.2632,0
0.0559,-0.4585,0.01514,-0.01367,0.0957,-0.4116,-0.1729,0.539,0
-0.2208,-0.757,0.0808,-0.4248,0.12256,-0.4155,-0.2216,0.784,1
-0.4832,-0.4502,-0.3042,-0.6035,0.04395,-0.4062,0.0188,0.3123,1
-0.4053,-0.6416,-0.05225,-0.4065,-0.03162,-0.4417,-0.2391,0.02686,1
-0.1824,-0.5044,-0.013916,-0.3525,0.136,-0.575,-0.06165,0.565,1
-0.05457,-0.0747,-0.07715,0.2258,-0.0293,-0.2534,-0.1824,0.3433,0
-0.2471,-0.786,-0.1526,-0.577,-0.0293,-0.541,0.271,0.3584,1
0.1957,-0.3467,-0.04297,0.02002,-0.1777,-0.528,0.333,-0.0232,0
-0.00989,-0.4722,-0.1233,-0.2769,0.05457,-0.4897,-0.1118,-0.2095,0
-0.4382,-0.6616,-0.5215,-0.09985,0.332,-0.4536,-0.4485,-0.666,0
-0.00293,-0.2489,-0.3213,-0.4385,0.3896,-0.2108,0.0781,0.337,1
-0.3135,-0.1825,-0.3064,-0.338,0.1714,-0.2173,-0.1902,-0.335,0
-0.198,-0.2369,-0.2876,0.01245,-0.1597,-0.2295,-0.2235,0.3252,0
-0.3123,-0.5654,-0.4653,-0.5137,0.1052,-0.582,-0.08057,-0.11926,0
-0.08606,-0.0421,-0.1249,-0.1887,0.04846,-0.05872,-0.02185,0.103,0
-0.331,-0.6787,-0.3916,-0.12415,-0.02612,-0.3965,-0.4878,-0.618,0
-0.3472,-0.7373,-0.2554,-0.1367,0.3748,-0.5684,-0.3071,0.0873,0
0.437,-0.652,-0.1439,0.0083,0.08765,-0.4858,-0.3145,0.6797,0
-0.3865,0.01587,-0.4395,-0.2079,0.353,-0.4492,-0.4622,-0.3047,1
-0.4119,-0.7983,-0.673,-0.7495,-0.438,-0.668,-0.668,0.3022,1
-0.3472,-0.505,-0.454,-0.01807,-0.1345,-0.4766,0.503,0.316,0
-0.393,-0.745,0.2776,-0.4702,-0.1821,-0.568,-0.2852,0.3394,1
0.05078,-0.2491,-0.3257,0.213,-0.09216,-0.0646,-0.12305,-0.218,0
-0.1381,-0.67,-0.551,-0.11304,-0.2017,-0.461,-0.1167,-0.3833,0
-0.4868,-0.686,-0.611,-0.5977,0.146,-0.611,-0.3418,0.481,1
-0.1523,-0.2583,-0.1306,-0.414,0.0973,-0.2686,0.02808,0.2988,0
-0.3147,-0.7295,-0.508,-0.42,-0.3499,-0.4023,-0.08887,0.5674,1
-0.2212,-0.4492,-0.3965,-0.06274,0.3687,-0.3306,-0.2268,-0.418,0
-0.353,-0.3992,-0.2915,-0.2396,-0.0735,-0.4707,-0.306,0.573,1
-0.2852,-0.3718,-0.02002,-0.3564,-0.32,-0.4233,0.1854,0.2081,1
-0.05933,-0.7646,-0.4993,-0.709,0.03198,-0.431,-0.6426,-0.7534,0
-0.1875,0.005127,-0.3862,-0.0442,-0.1262,-0.611,-0.3357,0.428,1
-0.3103,-0.6396,-0.5103,-0.2922,-0.1663,-0.3562,-0.6143,-0.4907,0
-0.3374,-0.6055,-0.2869,0.135,-0.05518,-0.4985,-0.5273,0.2437,0
-0.1346,-0.711,-0.5146,-0.5166,-0.01709,-0.5205,-0.628,0.7026,1
-0.3943,-0.737,0.3374,-0.2322,0.0713,-0.3674,0.02148,0.4573,1
-0.3252,-0.297,-0.314,-0.4434,0.392,-0.2471,-0.2231,-0.256,0
-0.2316,-0.6807,-0.4243,-0.489,-0.2458,-0.5107,-0.04565,-0.0987,1
-0.1067,-0.0891,0.05212,0.05566,0.2896,-0.1377,0.07837,0.06714,0
-0.435,-0.2573,-0.6074,-0.5737,-0.3184,-0.622,-0.2688,0.1791,1
-0.358,-0.8013,-0.3132,-0.5537,-0.2678,-0.55,-0.2441,-0.268,1
-0.2369,-0.1838,-0.3738,-0.3704,0.09143,-0.1818,-0.1613,0.07007,0
-0.2595,-0.3296,-0.2456,-0.44,-0.05737,-0.2737,0.08777,0.4114,1
-0.182,-0.4023,-0.2979,-0.00415,-0.0681,-0.6045,-0.4604,-0.2754,0
-0.174,-0.6685,-0.2993,0.09424,0.03076,-0.4587,-0.1742,0.6514,0
-0.4219,-0.559,-0.1323,-0.4495,-0.03027,-0.291,-0.339,0.4917,1
-0.5503,-0.6934,-0.575,-0.662,-0.083,-0.6094,-0.3906,0.2532,1
-0.2046,-0.3623,-0.3103,-0.3364,-0.1263,-0.5454,0.1404,0.4885,1
-0.175,-0.6875,-0.459,-0.349,-0.0006104,-0.5244,-0.4646,-0.9033,0
0.1008,-0.4534,-0.637,-0.633,-0.1467,-0.575,-0.466,0.4697,0
-0.4272,-0.7124,-0.4172,-0.564,-0.1051,-0.629,-0.6055,0.4019,1
0.07544,-0.639,-0.5063,-0.4688,0.187,-0.4707,-0.145,0.284,0
-0.2166,-0.5747,-0.12427,-0.3723,-0.05872,-0.4238,0.05713,0.3804,1
0.1604,0.07495,-0.4424,-0.351,-0.2166,-0.2725,-0.1981,0.2427,0
-0.4255,-0.7046,-0.1984,0.3184,-0.1527,-0.455,-0.1841,-0.10754,0
-0.3752,-0.5435,-0.1295,-0.3809,-0.2434,-0.498,-0.0908,0.2068,1
-0.4888,-0.5522,-0.2231,-0.2917,-0.2037,-0.4832,-0.1692,0.442,1
-0.2937,-0.794,0.02344,-0.4937,-0.3237,-0.501,-0.3555,0.1843,1
-0.3257,-0.5874,-0.2144,-0.5166,0.03577,-0.3088,-0.1177,0.2515,0
