"(15,51)","(14,1)","(14,7)","(14,0)","(17,3)","(18,11)","(14,18)","(14,46)",label
-0.1528,-0.6357,0.0354,-0.3872,0.2637,-0.5234,-0.2253,-0.5366,1
-0.155,-0.539,-0.1415,-0.2242,0.11755,-0.54,-0.3389,-0.2026,0
-0.3523,-0.56,-0.3213,-0.3901,0.393,-0.4634,-0.55,-0.6357,0
-0.4,-0.4988,-0.315,-0.4326,-0.3914,-0.6665,-0.2185,-0.3293,1
-0.3655,-0.3162,-0.1367,-0.576,0.1561,-0.726,-0.267,-0.3037,1
-0.4954,-0.4548,-0.1638,-0.333,0.402,-0.6206,-0.251,-0.5615,0
-0.0995,-0.2854,-0.06445,-0.2408,0.3875,-0.2426,-0.2264,-0.417,1
-0.4087,-0.3286,-0.3213,-0.6196,-0.1051,-0.6094,-0.2385,-0.5747,0
-0.526,-0.606,-0.2415,-0.3557,0.09204,-0.534,-0.4746,-0.6357,1
-0.3623,-0.1489,-0.2788,-0.479,-0.01709,-0.5615,-0.3735,-0.39,1
-0.3274,0.3376,0.0679,-0.3486,0.665,-0.288,-0.2732,-0.6357,0
-0.003662,-0.4824,0.09546,-0.418,0.02979,-0.505,0.05176,-0.5073,1
-0.255,-0.7363,0.03564,-0.5835,0.2153,-0.674,-0.4165,-0.6357,0
-0.4373,-0.2406,-0.3213,0.1517,-0.1293,-0.621,-0.4438,-0.6357,0
0.2375,-0.676,0.04297,-0.3267,0.395,-0.3286,-0.4456,-0.614,0
-0.4922,-0.3042,-0.2303,-0.3853,-0.3027,-0.6465,-0.3289,-0.6357,1
-0.2764,-0.3667,-0.3213,-0.267,-0.11707,-0.6333,-0.5664,-0.6357,0
-0.3965,-0.2722,-0.3213,0.2437,0.3694,-0.626,-0.2761,-0.6357,0
-0.4575,-0.4512,-0.3213,0.0614,-0.02173,-0.421,-0.578,-0.6357,0
-0.6035,-0.7363,-0.3213,-0.4836,0.1492,-0.6045,-0.578,-0.6357,1
-0.4297,-0.6455,-0.262,-0.316,0.1543,-0.6494,-0.578,-0.6357,0
-0.1617,-0.35,-0.2463,-0.4453,-0.098,-0.3901,-0.2075,-0.505,1
-0.2191,-0.7363,-0.1731,-0.4788,-0.176,-0.7134,-0.5522,-0.529,1
-0.4424,-0.371,-0.3213,0.1848,-0.06226,-0.3157,-0.1841,-0.635,0
-0.1995,-0.4814,-0.3213,0.179,0.11865,-0.5303,-0.1545,-0.6357,0
-0.4434,-0.577,-0.313,-0.2384,0.0664,-0.4736,-0.4478,-0.5903,0
